1	1	1	2	
2	2	2	3	
3	1	3	4	
4	1	4	5	
5	1	5	6	
6	1	6	7	
7	2	7	8	
8	1	8	9	
9	1	10	11	
10	2	11	12	
11	2	12	13	
12	2	13	14	
13	2	14	15	
14	2	15	16	
15	2	16	17	
16	2	17	18	
17	2	19	20	
18	2	20	21	
19	2	21	22	
20	2	22	23	
21	2	23	24	
22	2	24	25	
23	2	25	26	
24	2	26	27	
25	2	28	29	
26	2	29	30	
27	2	30	31	
28	2	31	32	
29	2	32	33	
30	2	33	34	
31	2	34	35	
32	1	35	36	
33	2	37	38	
34	2	38	39	
35	2	39	40	
36	2	40	41	
37	2	41	42	
38	2	42	43	
39	2	43	44	
40	1	44	45	
41	1	46	47	
42	2	47	48	
43	2	48	49	
44	2	49	50	
45	1	50	51	
46	1	51	52	
47	2	52	53	
48	1	53	54	
49	3	1	10	
50	2	3	12	
51	2	5	14	
52	2	7	16	
53	1	9	18	
54	2	11	20	
55	2	13	22	
56	2	15	24	
57	2	17	26	
58	2	19	28	
59	2	21	30	
60	2	23	32	
61	2	25	34	
62	1	27	36	
63	2	29	38	
64	2	31	40	
65	2	33	42	
66	2	35	44	
67	1	37	46	
68	2	39	48	
69	2	41	50	
70	2	43	52	
71	3	45	54	
72	4	2	55	
73	5	4	56	
74	5	6	57	
75	4	8	58	
76	4	47	59	
77	4	49	60	
78	5	51	61	
79	4	53	62	
80	5	1	63	
81	5	10	64	
82	5	9	65	
83	4	18	66	
84	4	19	67	
85	4	28	68	
86	4	27	69	
87	5	36	70	
88	4	37	71	
89	5	46	72	
90	5	45	73	
91	5	54	74	
92	6	56	75	
93	6	57	76	
94	6	61	77	
95	6	63	78	
96	6	64	79	
97	6	65	80	
98	6	70	81	
99	6	72	82	
100	6	73	83	
101	6	74	84	
